name,realm,rating,cls,spec,play,win,lose
Phearbunny,bleeding-hollow,1517,deathknight,blood,90,46,44
Pagumon,moon-guard,1421,deathknight,blood,126,65,61
Réndwarchièf,garrosh,1283,deathknight,blood,45,22,23
Bloodbukkaky,bleeding-hollow,1170,deathknight,blood,54,16,38
Tiumau,goldrinn,1121,deathknight,blood,66,30,36
Corndead,area-52,1045,deathknight,blood,30,11,19
Tragül,sargeras,1042,deathknight,blood,42,20,22
Nbayoungboy,kiljaeden,1015,deathknight,blood,36,12,24
Valind,eredar,854,deathknight,blood,18,9,9
Kult,azralon,841,deathknight,blood,12,9,3
Insonne,dalaran,837,deathknight,blood,18,9,9
Kayn,malganis,767,deathknight,blood,18,8,10
Jakeboyswag,shandris,767,deathknight,blood,24,8,16
Blasphemus,malganis,575,deathknight,blood,12,6,6
Kaîne,dalaran,480,deathknight,blood,12,5,7
Belfknightt,area-52,479,deathknight,blood,15,5,10
Tristam,area-52,384,deathknight,blood,6,4,2
Pride,ragnaros,384,deathknight,blood,12,4,8
He,echo-isles,383,deathknight,blood,6,4,2
ßläzë,baelgun,288,deathknight,blood,15,4,11
Kimbøslîce,area-52,288,deathknight,blood,12,3,9
Neroxzdvm,area-52,192,deathknight,blood,6,2,4
Cerbeefquake,wyrmrest-accord,192,deathknight,blood,12,2,10
Eteson,tichondrius,191,deathknight,blood,6,2,4
Unhølydøøm,misha,191,deathknight,blood,12,2,10
Determinate,deathwing,96,deathknight,blood,6,1,5
Wowattorney,tichondrius,96,deathknight,blood,6,1,5
Cozzasad,barthilas,96,deathknight,blood,6,1,5
Lunatick,darkspear,96,deathknight,blood,6,1,5
Gnargnarr,firetree,96,deathknight,blood,6,1,5
Ðrift,azralon,96,deathknight,blood,6,1,5
Boneherr,sargeras,96,deathknight,blood,6,1,5
Zerhistran,proudmoore,64,deathknight,blood,4,1,3
Hulmorr,bleeding-hollow,64,deathknight,blood,4,1,3
Graphics,moon-guard,2125,deathknight,unholy,382,194,188
Pwaff,illidan,2125,deathknight,unholy,89,45,44
Neroxz,area-52,2105,deathknight,unholy,83,43,40
Qipara,zuljin,2104,deathknight,unholy,163,87,76
Partywaffles,illidan,2079,deathknight,unholy,259,133,126
Spaidzz,malganis,2078,deathknight,unholy,229,115,114
Níngjìng,tichondrius,2074,deathknight,unholy,84,43,41
Búddy,zuljin,2022,deathknight,unholy,100,49,51
Flarkness,area-52,2010,deathknight,unholy,78,37,41
Thorediks,stormrage,1982,deathknight,unholy,120,56,64
Achílles,sargeras,1979,deathknight,unholy,175,85,90
Scriptløl,sargeras,1975,deathknight,unholy,138,66,72
Roidboy,illidan,1954,deathknight,unholy,115,57,58
Toxicwaste,malganis,1942,deathknight,unholy,82,39,43
Juelzjerk,tichondrius,1934,deathknight,unholy,115,65,50
Ceomdae,tichondrius,1927,deathknight,unholy,72,34,38
Pookr,area-52,1925,deathknight,unholy,72,33,39
Mårlbørø,tichondrius,1915,deathknight,unholy,41,21,20
Éternalnight,tichondrius,1913,deathknight,unholy,76,32,44
Zynyzter,malganis,1912,deathknight,unholy,72,41,31
Veilsidé,kelthuzad,1910,deathknight,unholy,250,125,125
Killinois,tichondrius,1910,deathknight,unholy,47,21,26
Harókz,azralon,1905,deathknight,unholy,89,46,43
Geomdae,tichondrius,1901,deathknight,unholy,71,31,40
Barelyviable,tichondrius,1898,deathknight,unholy,72,32,40
Nixonxx,tichondrius,1897,deathknight,unholy,100,63,37
Evilduck,ragnaros,1896,deathknight,unholy,84,49,35
Pradas,area-52,1890,deathknight,unholy,148,75,73
Steamerboy,stormrage,1887,deathknight,unholy,60,28,32
Vineyard,area-52,1885,deathknight,unholy,293,144,149
Malhandir,bleeding-hollow,1880,deathknight,unholy,41,23,18
Kilohotel,stormrage,1873,deathknight,unholy,42,25,17
Ilceses,area-52,1870,deathknight,unholy,66,29,37
Catarïa,tichondrius,1869,deathknight,unholy,90,44,46
Iato,sargeras,1868,deathknight,unholy,60,39,21
Cavaliers,ragnaros,1860,deathknight,unholy,66,32,34
Lattè,area-52,1859,deathknight,unholy,55,30,25
Darkdj,kelthuzad,1857,deathknight,unholy,91,41,50
Dkya,tichondrius,1856,deathknight,unholy,250,124,126
Xiaodabaolol,tichondrius,1855,deathknight,unholy,66,32,34
Bloodbruh,blackrock,1854,deathknight,unholy,60,34,26
Brutos,thrall,1851,deathknight,unholy,104,56,48
Tduggylolz,tichondrius,1851,deathknight,unholy,60,26,34
Daoniancc,tichondrius,1850,deathknight,unholy,375,197,178
Cardii,area-52,1850,deathknight,unholy,136,68,68
Morbiddesire,stormrage,1849,deathknight,unholy,87,49,38
Ningjinglol,tichondrius,1848,deathknight,unholy,42,23,19
Didri,quelthalas,1846,deathknight,unholy,72,34,38
Keomdae,tichondrius,1844,deathknight,unholy,65,32,33
Tokyotimxx,malganis,1842,deathknight,unholy,48,30,18
Cloüd,wyrmrest-accord,1841,deathknight,unholy,64,31,33
Bicepsüal,zuljin,1840,deathknight,unholy,36,28,8
Nevermore,hyjal,1840,deathknight,unholy,125,67,58
Bruceleedk,tichondrius,1839,deathknight,unholy,100,51,49
Milleh,bleeding-hollow,1838,deathknight,unholy,78,35,43
Annoyed,wyrmrest-accord,1837,deathknight,unholy,119,64,55
Blackfyré,sargeras,1837,deathknight,unholy,62,32,30
Skippee,tichondrius,1837,deathknight,unholy,60,29,31
Aidsbenedict,malganis,1837,deathknight,unholy,126,59,67
Vigarst,azralon,1835,deathknight,unholy,60,30,30
Keetor,tichondrius,1834,deathknight,unholy,42,29,13
Haldevarik,doomhammer,1834,deathknight,unholy,78,43,35
Orphanmakerx,area-52,1832,deathknight,unholy,123,60,63
Zerhistran,proudmoore,1831,deathknight,unholy,254,136,118
Goonà,tichondrius,1831,deathknight,unholy,63,29,34
Aurious,lightnings-blade,1830,deathknight,unholy,84,47,37
Kortingert,nagrand,1830,deathknight,unholy,59,33,26
Wøund,black-dragonflight,1830,deathknight,unholy,220,112,108
Drauguss,azralon,1830,deathknight,unholy,124,61,63
Anatøly,ragnaros,1827,deathknight,unholy,42,21,21
Soulhand,tichondrius,1826,deathknight,unholy,104,57,47
Barakhenaku,illidan,1826,deathknight,unholy,57,28,29
Arthez,frostmourne,1824,deathknight,unholy,72,38,34
Sadboy,grizzly-hills,1822,deathknight,unholy,65,27,38
Zerøimperial,quelthalas,1821,deathknight,unholy,209,111,98
Lighostx,tichondrius,1821,deathknight,unholy,81,37,44
Goldênboy,blades-edge,1820,deathknight,unholy,66,42,24
Altareon,ragnaros,1820,deathknight,unholy,150,79,71
Serwestley,stormrage,1820,deathknight,unholy,59,31,28
Volyant,frostmourne,1820,deathknight,unholy,60,30,30
Kciktep,tichondrius,1819,deathknight,unholy,36,19,17
Hrsb,tichondrius,1817,deathknight,unholy,124,68,56
Sussybakadk,sargeras,1817,deathknight,unholy,70,34,36
Skideroth,kelthuzad,1817,deathknight,unholy,60,28,32
Flizzycash,malganis,1816,deathknight,unholy,56,27,29
Õdin,area-52,1815,deathknight,unholy,203,103,100
Wowattorney,tichondrius,1815,deathknight,unholy,82,33,49
Poesoul,tichondrius,1812,deathknight,unholy,285,143,142
Ravindrannor,saurfang,1812,deathknight,unholy,65,32,33
Dahnga,frostmourne,1811,deathknight,unholy,54,32,22
Plagueflavor,tichondrius,1811,deathknight,unholy,306,152,154
Muspel,sargeras,1811,deathknight,unholy,65,32,33
Fatzilla,tichondrius,1811,deathknight,unholy,66,26,40
Warrcc,steamwheedle-cartel,1809,deathknight,unholy,48,24,24
Infectik,tichondrius,1807,deathknight,unholy,59,35,24
Anhedonía,illidan,1807,deathknight,unholy,162,86,76
Chillbaynê,the-scryers,1807,deathknight,unholy,119,62,57
Ddibb,tichondrius,1807,deathknight,unholy,57,28,29
Brocigar,tichondrius,1806,deathknight,unholy,84,43,41
Sagadk,hyjal,1806,deathknight,unholy,70,33,37
Necrôtic,area-52,1806,deathknight,unholy,76,35,41
Twindleroot,aggramar,1804,deathknight,unholy,77,45,32
Mûs,tichondrius,1804,deathknight,unholy,66,36,30
Asukka,tichondrius,1804,deathknight,unholy,78,32,46
Chimps,illidan,1803,deathknight,unholy,52,29,23
Kaeligh,ragnaros,1803,deathknight,unholy,66,29,37
Ziskon,illidan,1802,deathknight,unholy,100,53,47
Zìlêán,tichondrius,1800,deathknight,unholy,70,39,31
Starshopping,proudmoore,1800,deathknight,unholy,91,44,47
Azre,tichondrius,1800,deathknight,unholy,160,74,86
Renaming,area-52,1798,deathknight,unholy,39,20,19
Avengering,tichondrius,1794,deathknight,unholy,75,40,35
Ðomìnus,moon-guard,1792,deathknight,unholy,128,76,52
Muspellheim,azralon,1791,deathknight,unholy,54,29,25
Attack,grizzly-hills,1787,deathknight,unholy,60,28,32
Stankybreath,bleeding-hollow,1786,deathknight,unholy,76,37,39
Nabbiby,tichondrius,1784,deathknight,unholy,78,36,42
Sinell,kargath,1781,deathknight,unholy,145,79,66
Áethros,malganis,1778,deathknight,unholy,96,44,52
Grimiz,tichondrius,1774,deathknight,unholy,145,71,74
Jakeboyswag,shandris,1770,deathknight,unholy,155,77,78
Azhid,tichondrius,1769,deathknight,unholy,136,70,66
Demonboyjr,tichondrius,1766,deathknight,unholy,75,31,44
Apøçálýpsé,firetree,1765,deathknight,unholy,97,50,47
Goonaa,tichondrius,1760,deathknight,unholy,54,27,27
Ålastor,stormrage,1754,deathknight,unholy,63,35,28
Hwml,barthilas,1751,deathknight,unholy,129,70,59
Linyive,malganis,1750,deathknight,unholy,54,30,24
Arroyo,borean-tundra,1750,deathknight,unholy,78,42,36
Cesaroo,aegwynn,1747,deathknight,unholy,124,61,63
Standalizer,gilneas,1745,deathknight,unholy,72,40,32
Deadsamurai,illidan,1745,deathknight,unholy,69,36,33
Ermanotruta,azralon,1744,deathknight,unholy,77,37,40
Carryme,quelthalas,1742,deathknight,unholy,92,45,47
Xibbas,illidan,1741,deathknight,unholy,48,27,21
Frozenkappa,hyjal,1737,deathknight,unholy,35,21,14
Nh,malganis,1737,deathknight,unholy,54,28,26
Teksurugi,korgath,1734,deathknight,unholy,60,32,28
Howdoulose,illidan,1732,deathknight,unholy,54,25,29
Dazarune,burning-blade,1731,deathknight,unholy,34,19,15
Aerd,sargeras,1731,deathknight,unholy,314,155,159
Boneyards,bleeding-hollow,1731,deathknight,unholy,102,44,58
Zìlêáns,tichondrius,1730,deathknight,unholy,84,50,34
Exaar,tichondrius,1730,deathknight,unholy,63,27,36
Xebane,frostmourne,1727,deathknight,unholy,372,191,181
Hatrèd,quelthalas,1724,deathknight,unholy,71,36,35
Thotiannaqt,area-52,1724,deathknight,unholy,81,35,46
Doombeast,area-52,1722,deathknight,unholy,78,35,43
Nalz,drakkari,1716,deathknight,unholy,135,71,64
Bedstains,thunderlord,1716,deathknight,unholy,143,74,69
Properterps,bonechewer,1714,deathknight,unholy,140,78,62
Lazarise,area-52,1713,deathknight,unholy,71,34,37
Hhasaki,area-52,1712,deathknight,unholy,193,101,92
Tkyo,tichondrius,1712,deathknight,unholy,47,22,25
Brß,tichondrius,1711,deathknight,unholy,54,29,25
Bannedforevr,dalaran,1709,deathknight,unholy,54,25,29
Komplex,kelthuzad,1705,deathknight,unholy,64,36,28
Brandonsdk,tichondrius,1701,deathknight,unholy,164,78,86
Koda,thrall,1701,deathknight,unholy,77,36,41
Justafkdk,gorefiend,1700,deathknight,unholy,84,43,41
Slîckhuman,spinebreaker,1699,deathknight,unholy,42,18,24
Kinkysgnome,tichondrius,1696,deathknight,unholy,131,61,70
Bbidd,tichondrius,1690,deathknight,unholy,30,18,12
Azynks,azralon,1689,deathknight,unholy,114,54,60
Mephostophel,sargeras,1688,deathknight,unholy,168,88,80
Bigdekay,illidan,1687,deathknight,unholy,30,18,12
Dunduner,tichondrius,1687,deathknight,unholy,126,63,63
Sithdog,blackrock,1686,deathknight,unholy,60,23,37
Ayooplaguez,guldan,1684,deathknight,unholy,48,24,24
Kterrorblade,sargeras,1680,deathknight,unholy,102,55,47
Loongdk,kiljaeden,1680,deathknight,unholy,157,79,78
Onefire,illidan,1680,deathknight,unholy,59,29,30
Fakiez,kelthuzad,1679,deathknight,unholy,68,30,38
Krätos,zuljin,1677,deathknight,unholy,42,25,17
Dâki,blades-edge,1675,deathknight,unholy,114,63,51
Fasterjake,sargeras,1675,deathknight,unholy,122,67,55
Blacklabel,andorhal,1675,deathknight,unholy,72,31,41
Supblood,tichondrius,1673,deathknight,unholy,48,23,25
Noik,azralon,1673,deathknight,unholy,88,42,46
Cantmove,area-52,1669,deathknight,unholy,50,22,28
Dreadrend,sargeras,1668,deathknight,unholy,66,32,34
Malhandir,azgalor,1668,deathknight,unholy,54,20,34
Spacealien,malganis,1667,deathknight,unholy,60,32,28
Darktone,tichondrius,1665,deathknight,unholy,35,18,17
Slty,tichondrius,1664,deathknight,unholy,42,18,24
Lichtborne,illidan,1662,deathknight,unholy,73,33,40
Nevmic,emerald-dream,1661,deathknight,unholy,184,88,96
Krargosh,quelthalas,1660,deathknight,unholy,185,96,89
Bukum,zuljin,1660,deathknight,unholy,59,23,36
Ståtìc,tichondrius,1659,deathknight,unholy,84,43,41
Imadkloldie,frostmourne,1659,deathknight,unholy,90,46,44
Bellum,moon-guard,1658,deathknight,unholy,99,56,43
Bopalop,malganis,1657,deathknight,unholy,69,28,41
Kakarotó,azralon,1656,deathknight,unholy,59,34,25
Kjarnda,malganis,1653,deathknight,unholy,48,21,27
Skynyght,area-52,1652,deathknight,unholy,42,26,16
Pooseunpoose,velen,1652,deathknight,unholy,84,40,44
Jacklinn,ysondre,1651,deathknight,unholy,36,24,12
Ullísés,ragnaros,1651,deathknight,unholy,45,24,21
Kwolve,proudmoore,1651,deathknight,unholy,243,122,121
Jeremiahe,hyjal,1650,deathknight,unholy,90,49,41
Trumps,stormrage,1649,deathknight,unholy,48,27,21
Ludgan,stormrage,1649,deathknight,unholy,180,86,94
Floreon,tichondrius,1648,deathknight,unholy,41,23,18
Justtaki,zuljin,1648,deathknight,unholy,48,20,28
Lickblood,sargeras,1646,deathknight,unholy,36,20,16
Deuter,quelthalas,1646,deathknight,unholy,243,125,118
Merados,quelthalas,1646,deathknight,unholy,79,30,49
Libitina,tichondrius,1645,deathknight,unholy,36,22,14
Tråuma,uther,1645,deathknight,unholy,48,25,23
Vexxan,thrall,1644,deathknight,unholy,41,23,18
Orkky,jubeithos,1644,deathknight,unholy,127,64,63
Shadow,ragnaros,1643,deathknight,unholy,67,38,29
Galarick,area-52,1643,deathknight,unholy,41,22,19
Boofcigars,sargeras,1642,deathknight,unholy,52,27,25
Ligmagooch,tichondrius,1642,deathknight,unholy,87,45,42
Kurnoth,barthilas,1641,deathknight,unholy,110,53,57
Tailm,ragnaros,1639,deathknight,unholy,36,20,16
Xhoul,sargeras,1638,deathknight,unholy,225,121,104
Killìan,kelthuzad,1638,deathknight,unholy,54,25,29
Boofcigars,stormrage,1637,deathknight,unholy,33,21,12
Dkdanim,tichondrius,1637,deathknight,unholy,130,71,59
Vynox,frostmourne,1637,deathknight,unholy,56,27,29
Goonazz,tichondrius,1635,deathknight,unholy,48,35,13
Virulous,zuljin,1634,deathknight,unholy,47,26,21
Rycerzfrost,ragnaros,1634,deathknight,unholy,113,59,54
Grimmdreamer,stormrage,1634,deathknight,unholy,76,37,39
Azibar,moon-guard,1632,deathknight,unholy,47,24,23
Raps,frostmourne,1632,deathknight,unholy,56,23,33
Lùcius,garrosh,1631,deathknight,unholy,154,82,72
Zerochillz,sargeras,1628,deathknight,unholy,30,17,13
Kenishii,kiljaeden,1627,deathknight,unholy,48,30,18
Asastac,tichondrius,1627,deathknight,unholy,36,21,15
Landez,ragnaros,1627,deathknight,unholy,66,37,29
Wastethis,sargeras,1626,deathknight,unholy,71,40,31
Nymppho,kelthuzad,1626,deathknight,unholy,301,143,158
Banjingquan,tichondrius,1625,deathknight,unholy,88,53,35
Paratekdk,thrall,1625,deathknight,unholy,71,39,32
Megatroun,stormreaver,1625,deathknight,unholy,42,23,19
Bladê,tichondrius,1624,deathknight,unholy,61,26,35
Puppykiss,perenolde,1622,deathknight,unholy,57,22,35
Aldebamuu,ragnaros,1621,deathknight,unholy,132,69,63
Xraduky,dawnbringer,1620,deathknight,unholy,38,26,12
Yubell,barthilas,1620,deathknight,unholy,347,173,174
Arcticc,area-52,1620,deathknight,unholy,54,24,30
Struggler,velen,1619,deathknight,unholy,60,34,26
Khaíne,wyrmrest-accord,1619,deathknight,unholy,204,104,100
Wheatasil,garona,1618,deathknight,unholy,70,36,34
Falkorn,korgath,1618,deathknight,unholy,81,37,44
Lichanis,bonechewer,1617,deathknight,unholy,90,44,46
Søad,quelthalas,1615,deathknight,unholy,129,69,60
Rezøk,ragnaros,1612,deathknight,unholy,54,20,34
Daethiel,demon-soul,1611,deathknight,unholy,71,34,37
Alistra,frostmourne,1611,deathknight,unholy,42,20,22
Ðogmá,vashj,1610,deathknight,unholy,35,22,13
Mikoaa,bladefist,1610,deathknight,unholy,30,17,13
Regiknight,stormrage,1610,deathknight,unholy,233,132,101
Lichkong,dalaran,1609,deathknight,unholy,76,43,33
Lagmasterx,sargeras,1609,deathknight,unholy,42,20,22
Ousted,daggerspine,1608,deathknight,unholy,36,20,16
Lemuriön,nemesis,1607,deathknight,unholy,43,20,23
Ædolph,barthilas,1605,deathknight,unholy,30,17,13
Billieeilish,sargeras,1605,deathknight,unholy,62,32,30
Takeurcheeks,tichondrius,1605,deathknight,unholy,101,49,52
Ãstaroth,stormrage,1605,deathknight,unholy,48,22,26
Notorious,garrosh,1605,deathknight,unholy,42,18,24
Boofcigars,kelthuzad,1604,deathknight,unholy,77,41,36
Unholykevin,sargeras,1604,deathknight,unholy,42,21,21
Dominos,tichondrius,1604,deathknight,unholy,42,20,22
Idodamn,tichondrius,1603,deathknight,unholy,84,45,39
Wednesdæ,moon-guard,1603,deathknight,unholy,54,28,26
Wisdôm,frostmourne,1603,deathknight,unholy,59,30,29
Kranaz,frostmourne,1603,deathknight,unholy,36,17,19
Voncleaver,tichondrius,1603,deathknight,unholy,64,20,44
Eyir,thaurissan,1602,deathknight,unholy,42,22,20
Gargoylepowa,nemesis,1602,deathknight,unholy,42,20,22
Nofoamlattes,thrall,1602,deathknight,unholy,42,19,23
Puppykisses,perenolde,1602,deathknight,unholy,89,38,51
Originalcimm,stormrage,1601,deathknight,unholy,60,25,35
Promotheseis,sargeras,1600,deathknight,unholy,66,41,25
Giznator,malganis,1598,deathknight,unholy,108,50,58
Wittlewanka,zuljin,1598,deathknight,unholy,64,27,37
Ulísés,ragnaros,1591,deathknight,unholy,58,20,38
Gripyourhoe,tichondrius,1589,deathknight,unholy,48,28,20
